Entity,Code,Day,total_vaccinations_per_hundred
Minnesota,,2021-02-13,14.74
Minnesota,,2021-02-14,15.44
Minnesota,,2021-02-16,16.12
Minnesota,,2021-02-17,16.41
Minnesota,,2021-02-18,16.97
Minnesota,,2021-02-19,18.65
Minnesota,,2021-02-20,19.46
Minnesota,,2021-02-21,20.16
Minnesota,,2021-02-22,20.18
Minnesota,,2021-02-23,20.75
Minnesota,,2021-02-24,21.08
Minnesota,,2021-02-25,21.61
Minnesota,,2021-02-26,22.37
Minnesota,,2021-02-27,23.45
Minnesota,,2021-02-28,24.72
Minnesota,,2021-03-01,25.35
Minnesota,,2021-03-02,25.6
Minnesota,,2021-03-03,26.2
Minnesota,,2021-03-04,26.83
Minnesota,,2021-03-05,27.71
Minnesota,,2021-03-06,28.87
Minnesota,,2021-03-07,29.81
Minnesota,,2021-03-08,30.6
Minnesota,,2021-03-09,30.98
Minnesota,,2021-03-10,31.42
Minnesota,,2021-03-11,32.34
Minnesota,,2021-03-12,33.24
Minnesota,,2021-03-13,35.48
Minnesota,,2021-03-14,35.48
Minnesota,,2021-03-15,36.13
Minnesota,,2021-03-16,36.28
Minnesota,,2021-03-17,36.89
Minnesota,,2021-03-18,37.58
Minnesota,,2021-03-19,38.66
Minnesota,,2021-03-20,39.79
Minnesota,,2021-03-21,40.9
Minnesota,,2021-03-22,41.51
Minnesota,,2021-03-23,41.73
Minnesota,,2021-03-24,42.21
Minnesota,,2021-03-25,42.87
Minnesota,,2021-03-26,43.96
Minnesota,,2021-03-27,45.36
Minnesota,,2021-03-28,46.67
Minnesota,,2021-03-29,47.27
Minnesota,,2021-03-30,47.91
Minnesota,,2021-03-31,48.8
Minnesota,,2021-04-01,49.66
Minnesota,,2021-04-02,50.84
Minnesota,,2021-04-03,52.41
Minnesota,,2021-04-04,53.71
Minnesota,,2021-04-05,54.5
Minnesota,,2021-04-06,54.7
Minnesota,,2021-04-07,55.59
Minnesota,,2021-04-08,56.51
Minnesota,,2021-04-09,57.82
Minnesota,,2021-04-10,58.73
Minnesota,,2021-04-11,60.33
Minnesota,,2021-04-12,61.99
Minnesota,,2021-04-13,62.44
Minnesota,,2021-04-14,62.83
Minnesota,,2021-04-15,63.79
Minnesota,,2021-04-16,64.93
Minnesota,,2021-04-17,65.82
Minnesota,,2021-04-18,67.15
Minnesota,,2021-04-19,67.17
Minnesota,,2021-04-20,68.27
Minnesota,,2021-04-21,68.95
Minnesota,,2021-04-22,69.86
Minnesota,,2021-04-23,71.03
Minnesota,,2021-04-24,71.61
Minnesota,,2021-04-25,73.03
Minnesota,,2021-04-26,74.29
Minnesota,,2021-04-27,74.56
Minnesota,,2021-04-28,75.33
Minnesota,,2021-04-29,76.13
Minnesota,,2021-04-30,77.21
Minnesota,,2021-05-01,78.4
Minnesota,,2021-05-02,79.36
Minnesota,,2021-05-03,79.75
Minnesota,,2021-05-04,79.96
Minnesota,,2021-05-05,80.42
Minnesota,,2021-05-06,81.16
Minnesota,,2021-05-07,81.17
Minnesota,,2021-05-08,82.9
Minnesota,,2021-05-09,83.73
Minnesota,,2021-05-10,84.29
Minnesota,,2021-05-11,84.67
Minnesota,,2021-05-12,85.24
Minnesota,,2021-05-13,85.96
Minnesota,,2021-05-14,86.66
Minnesota,,2021-05-15,87.49
Minnesota,,2021-05-16,88.37
Minnesota,,2021-05-17,88.84
Minnesota,,2021-05-18,89.11
Minnesota,,2021-05-19,89.65
Minnesota,,2021-05-20,90.47
Minnesota,,2021-05-21,91.28
Minnesota,,2021-05-22,92.38
Minnesota,,2021-05-23,93
Minnesota,,2021-05-24,93.45
Minnesota,,2021-05-25,93.63
Minnesota,,2021-05-26,93.96
Minnesota,,2021-05-27,94.54
Minnesota,,2021-05-28,95.05
Minnesota,,2021-05-29,95.53
Minnesota,,2021-05-30,95.93
Minnesota,,2021-06-01,96.21
Minnesota,,2021-06-02,96.28
Minnesota,,2021-06-03,96.52
Minnesota,,2021-06-04,96.84
Minnesota,,2021-06-05,97.23
Minnesota,,2021-06-06,97.61
Minnesota,,2021-06-07,97.95
Minnesota,,2021-06-08,98.1
Minnesota,,2021-06-09,98.39
Minnesota,,2021-06-10,98.8
Minnesota,,2021-06-11,98.8
Minnesota,,2021-06-12,99.26
Minnesota,,2021-06-13,99.67
Minnesota,,2021-06-14,100.05
Minnesota,,2021-06-15,100.28
Minnesota,,2021-06-16,100.62
Minnesota,,2021-06-17,100.99
Minnesota,,2021-06-18,101.29
Minnesota,,2021-06-19,101.64
Minnesota,,2021-06-20,101.87
Minnesota,,2021-06-21,102.05
Minnesota,,2021-06-22,102.1
Minnesota,,2021-06-23,102.23
Minnesota,,2021-06-24,102.41
Mississippi,,2021-01-12,1.83
Mississippi,,2021-01-13,2.06
Mississippi,,2021-01-14,2.41
Mississippi,,2021-01-15,2.83
Mississippi,,2021-01-19,3.82
Mississippi,,2021-01-20,4.12
Mississippi,,2021-01-21,4.59
Mississippi,,2021-01-22,5.06
Mississippi,,2021-01-23,5.06
Mississippi,,2021-01-24,5.97
Mississippi,,2021-01-25,6.08
Mississippi,,2021-01-26,6.12
Mississippi,,2021-01-27,6.39
Mississippi,,2021-01-28,6.76
Mississippi,,2021-01-29,7.15
Mississippi,,2021-01-30,7.48
Mississippi,,2021-01-31,7.94
Mississippi,,2021-02-01,8.03
Mississippi,,2021-02-02,8.07
Mississippi,,2021-02-03,8.43
Mississippi,,2021-02-04,8.43
Mississippi,,2021-02-05,9.27
Mississippi,,2021-02-06,10.1
Mississippi,,2021-02-07,10.79
Mississippi,,2021-02-08,11
Mississippi,,2021-02-09,11.06
Mississippi,,2021-02-10,11.61
Mississippi,,2021-02-11,12.28
Mississippi,,2021-02-12,12.98
Mississippi,,2021-02-13,13.7
Mississippi,,2021-02-14,14.35
Mississippi,,2021-02-16,14.73
Mississippi,,2021-02-17,14.73
Mississippi,,2021-02-18,14.73
Mississippi,,2021-02-19,15.94
Mississippi,,2021-02-20,16.18
Mississippi,,2021-02-21,16.5
Mississippi,,2021-02-22,16.77
Mississippi,,2021-02-23,16.99
Mississippi,,2021-02-24,17.66
Mississippi,,2021-02-25,17.67
Mississippi,,2021-02-26,19.06
Mississippi,,2021-02-27,19.94
Mississippi,,2021-02-28,20.81
Mississippi,,2021-03-01,21.41
Mississippi,,2021-03-02,21.72
Mississippi,,2021-03-03,22.37
Mississippi,,2021-03-04,23.04
Mississippi,,2021-03-05,23.88
Mississippi,,2021-03-06,24.76
Mississippi,,2021-03-07,25.69
Mississippi,,2021-03-08,26.08
Mississippi,,2021-03-09,26.23
Mississippi,,2021-03-10,26.92
Mississippi,,2021-03-11,27.67
Mississippi,,2021-03-12,27.7
Mississippi,,2021-03-13,30.14
Mississippi,,2021-03-14,30.14
Mississippi,,2021-03-15,30.38
Mississippi,,2021-03-16,30.45
Mississippi,,2021-03-17,30.96
Mississippi,,2021-03-18,31.61
Mississippi,,2021-03-19,31.88
Mississippi,,2021-03-20,32.66
Mississippi,,2021-03-21,33.48
Mississippi,,2021-03-22,33.68
Mississippi,,2021-03-23,33.75
Mississippi,,2021-03-24,34.45
Mississippi,,2021-03-25,35.26
Mississippi,,2021-03-26,35.28
Mississippi,,2021-03-27,36.71
Mississippi,,2021-03-28,36.76
Mississippi,,2021-03-29,38.11
Mississippi,,2021-03-30,38.21
Mississippi,,2021-03-31,38.93
Mississippi,,2021-04-01,38.98
Mississippi,,2021-04-02,39.96
Mississippi,,2021-04-03,40.87
Mississippi,,2021-04-04,41.7
Mississippi,,2021-04-05,41.7
Mississippi,,2021-04-06,41.95
Mississippi,,2021-04-07,42.58
Mississippi,,2021-04-08,43.33
Mississippi,,2021-04-09,44.1
Mississippi,,2021-04-10,44.95
Mississippi,,2021-04-11,45.81
Mississippi,,2021-04-12,45.82
Mississippi,,2021-04-13,46.13
Mississippi,,2021-04-14,46.8
Mississippi,,2021-04-15,47.4
Mississippi,,2021-04-16,48.04
Mississippi,,2021-04-17,48.06
Mississippi,,2021-04-18,49.29
Mississippi,,2021-04-19,49.3
Mississippi,,2021-04-20,49.51
Mississippi,,2021-04-21,49.96
Mississippi,,2021-04-22,50.51
Mississippi,,2021-04-23,51.03
Mississippi,,2021-04-24,51.05
Mississippi,,2021-04-25,51.09
Mississippi,,2021-04-26,51.1
Mississippi,,2021-04-27,52.26
Mississippi,,2021-04-28,52.58
Mississippi,,2021-04-29,52.6
Mississippi,,2021-04-30,53.47
Mississippi,,2021-05-01,53.47
Mississippi,,2021-05-02,53.49
Mississippi,,2021-05-03,53.49
Mississippi,,2021-05-04,54.32
Mississippi,,2021-05-05,54.61
Mississippi,,2021-05-06,54.64
Mississippi,,2021-05-07,55.31
Mississippi,,2021-05-08,55.62
Mississippi,,2021-05-09,55.64
Mississippi,,2021-05-10,55.64
Mississippi,,2021-05-11,56.25
Mississippi,,2021-05-12,56.26
Mississippi,,2021-05-13,56.27
Mississippi,,2021-05-14,56.7
Mississippi,,2021-05-15,56.71
Mississippi,,2021-05-16,56.72
Mississippi,,2021-05-17,56.72
Mississippi,,2021-05-18,57.4
Mississippi,,2021-05-19,57.57
Mississippi,,2021-05-20,57.84
Mississippi,,2021-05-21,58.07
Mississippi,,2021-05-22,58.08
Mississippi,,2021-05-23,58.09
Mississippi,,2021-05-24,58.1
Mississippi,,2021-05-25,58.85
Mississippi,,2021-05-26,59.02
Mississippi,,2021-05-27,59.02
Mississippi,,2021-05-28,59.44
Mississippi,,2021-05-29,59.45
Mississippi,,2021-05-30,59.46
Mississippi,,2021-06-01,59.46
Mississippi,,2021-06-02,60.03
Mississippi,,2021-06-03,60.15
Mississippi,,2021-06-04,60.16
Mississippi,,2021-06-05,60.16
Mississippi,,2021-06-06,60.16
Mississippi,,2021-06-07,60.18
Mississippi,,2021-06-08,60.92
Mississippi,,2021-06-09,61.07
Mississippi,,2021-06-10,61.25
Mississippi,,2021-06-11,61.25
Mississippi,,2021-06-12,61.26
Mississippi,,2021-06-13,61.27
Mississippi,,2021-06-14,61.28
Mississippi,,2021-06-15,61.96
Mississippi,,2021-06-16,61.97
Mississippi,,2021-06-17,62.37
Mississippi,,2021-06-18,62.54
Mississippi,,2021-06-19,62.55
Mississippi,,2021-06-20,62.55
Mississippi,,2021-06-21,62.55
Mississippi,,2021-06-22,63.04
Mississippi,,2021-06-23,63.14
Mississippi,,2021-06-24,63.14
Missouri,,2021-01-12,2.64
Missouri,,2021-01-13,2.64
Missouri,,2021-01-14,2.86
Missouri,,2021-01-15,3.1
Missouri,,2021-01-19,3.85
Missouri,,2021-01-20,3.98
Missouri,,2021-01-21,4.32
Missouri,,2021-01-22,4.65
Missouri,,2021-01-23,4.75
Missouri,,2021-01-24,5.18
Missouri,,2021-01-25,5.47
Missouri,,2021-01-26,5.54
Missouri,,2021-01-27,5.84
Missouri,,2021-01-28,6.23
Missouri,,2021-01-29,6.65
Missouri,,2021-01-30,6.65
Missouri,,2021-01-31,7.24
Missouri,,2021-02-01,7.53
Missouri,,2021-02-02,7.6
Missouri,,2021-02-03,7.86
Missouri,,2021-02-04,8.23
Missouri,,2021-02-05,8.74
Missouri,,2021-02-06,9.51
Missouri,,2021-02-07,10.19
Missouri,,2021-02-08,10.48
Missouri,,2021-02-09,10.54
Missouri,,2021-02-10,10.91
Missouri,,2021-02-11,11.32
Missouri,,2021-02-12,11.69
Missouri,,2021-02-13,13.15
Missouri,,2021-02-14,13.82
Missouri,,2021-02-16,14.32
Missouri,,2021-02-17,14.53
Missouri,,2021-02-18,14.92
Missouri,,2021-02-19,16.53
Missouri,,2021-02-20,16.99
Missouri,,2021-02-21,17.66
Missouri,,2021-02-22,17.99
Missouri,,2021-02-23,18.1
Missouri,,2021-02-24,18.53
Missouri,,2021-02-25,19.03
Missouri,,2021-02-26,19.77
Missouri,,2021-02-27,20.82
Missouri,,2021-02-28,20.85
Missouri,,2021-03-01,22.4
Missouri,,2021-03-02,22.55
Missouri,,2021-03-03,23.07
Missouri,,2021-03-04,23.76
Missouri,,2021-03-05,24.51
Missouri,,2021-03-06,25.29
Missouri,,2021-03-07,26.07
Missouri,,2021-03-08,26.62
Missouri,,2021-03-09,26.84
Missouri,,2021-03-10,27.46
Missouri,,2021-03-11,28.1
Missouri,,2021-03-12,28.67
Missouri,,2021-03-13,30.42
Missouri,,2021-03-14,30.42
Missouri,,2021-03-15,30.91
Missouri,,2021-03-16,31.09
Missouri,,2021-03-17,31.61
Missouri,,2021-03-18,32.41
Missouri,,2021-03-19,33.14
Missouri,,2021-03-20,34.02
Missouri,,2021-03-21,34.93
Missouri,,2021-03-22,35.43
Missouri,,2021-03-23,35.73
Missouri,,2021-03-24,36.33
Missouri,,2021-03-25,37.09
Missouri,,2021-03-26,37.76
Missouri,,2021-03-27,38.64
Missouri,,2021-03-28,39.6
Missouri,,2021-03-29,40.16
Missouri,,2021-03-30,40.43
Missouri,,2021-03-31,41.14
Missouri,,2021-04-01,41.99
Missouri,,2021-04-02,43.48
Missouri,,2021-04-03,44.74
Missouri,,2021-04-04,45.74
Missouri,,2021-04-05,46.49
Missouri,,2021-04-06,46.62
Missouri,,2021-04-07,47.32
Missouri,,2021-04-08,48.41
Missouri,,2021-04-09,49.22
Missouri,,2021-04-10,50.24
Missouri,,2021-04-11,51.27
Missouri,,2021-04-12,52.08
Missouri,,2021-04-13,52.83
Missouri,,2021-04-14,53.17
Missouri,,2021-04-15,53.94
Missouri,,2021-04-16,54.85
Missouri,,2021-04-17,56
Missouri,,2021-04-18,57.17
Missouri,,2021-04-19,57.61
Missouri,,2021-04-20,57.76
Missouri,,2021-04-21,58.47
Missouri,,2021-04-22,59.3
Missouri,,2021-04-23,60.13
Missouri,,2021-04-24,60.77
Missouri,,2021-04-25,62
Missouri,,2021-04-26,62.88
Missouri,,2021-04-27,63.13
Missouri,,2021-04-28,63.65
Missouri,,2021-04-29,64.31
Missouri,,2021-04-30,64.94
Missouri,,2021-05-01,65.5
Missouri,,2021-05-02,66.19
Missouri,,2021-05-03,66.57
Missouri,,2021-05-04,66.74
Missouri,,2021-05-05,67.11
Missouri,,2021-05-06,67.65
Missouri,,2021-05-07,68.13
Missouri,,2021-05-08,68.68
Missouri,,2021-05-09,69.15
Missouri,,2021-05-10,69.85
Missouri,,2021-05-11,70.08
Missouri,,2021-05-12,70.49
Missouri,,2021-05-13,70.85
Missouri,,2021-05-14,71.14
Missouri,,2021-05-15,71.44
Missouri,,2021-05-16,72.05
Missouri,,2021-05-17,72.54
Missouri,,2021-05-18,72.68
Missouri,,2021-05-19,72.98
Missouri,,2021-05-20,73.35
Missouri,,2021-05-21,73.75
Missouri,,2021-05-22,74.24
Missouri,,2021-05-23,74.5
Missouri,,2021-05-24,74.82
Missouri,,2021-05-25,74.93
Missouri,,2021-05-26,75.1
Missouri,,2021-05-27,75.38
Missouri,,2021-05-28,75.64
Missouri,,2021-05-29,75.89
Missouri,,2021-05-30,76.12
Missouri,,2021-06-01,76.33
Missouri,,2021-06-02,76.41
Missouri,,2021-06-03,76.59
Missouri,,2021-06-04,76.8
Missouri,,2021-06-05,76.8
Missouri,,2021-06-06,77.26
Missouri,,2021-06-07,77.49
Missouri,,2021-06-08,77.62
Missouri,,2021-06-09,77.89
Missouri,,2021-06-10,78.17
Missouri,,2021-06-11,78.17
Missouri,,2021-06-12,78.57
Missouri,,2021-06-13,78.82
Missouri,,2021-06-14,79.42
Missouri,,2021-06-15,79.62
Missouri,,2021-06-16,79.62
Missouri,,2021-06-17,80.17
Missouri,,2021-06-18,81.31
Missouri,,2021-06-19,81.44
Missouri,,2021-06-20,81.62
Missouri,,2021-06-21,81.63
Missouri,,2021-06-22,81.69
Missouri,,2021-06-23,81.82
Missouri,,2021-06-24,82.01
Montana,,2021-01-12,3.94
Montana,,2021-01-13,4.12
Montana,,2021-01-14,4.36
Montana,,2021-01-15,4.62
Montana,,2021-01-19,5.23
Montana,,2021-01-20,5.35
Montana,,2021-01-21,5.65
Montana,,2021-01-22,6.21
Montana,,2021-01-23,6.79
Montana,,2021-01-24,7.17
Montana,,2021-01-25,7.24
Montana,,2021-01-26,7.27
Montana,,2021-01-27,7.59
Montana,,2021-01-28,8.07
Montana,,2021-01-29,8.66
Montana,,2021-01-30,9.29
Montana,,2021-01-31,9.78
Montana,,2021-02-01,9.93
Montana,,2021-02-02,10.04
Montana,,2021-02-03,10.33
Montana,,2021-02-04,10.87
Montana,,2021-02-05,11.47
Montana,,2021-02-06,12.25
Montana,,2021-02-07,12.89
Montana,,2021-02-08,13.03
Montana,,2021-02-09,13.11
Montana,,2021-02-10,13.51
Montana,,2021-02-11,13.97
Montana,,2021-02-12,14.75
Montana,,2021-02-13,15.66
Montana,,2021-02-14,16.54
Montana,,2021-02-16,17
Montana,,2021-02-17,17.27
Montana,,2021-02-18,17.78
Montana,,2021-02-19,20.7
Montana,,2021-02-20,21.42
Montana,,2021-02-21,22.18
Montana,,2021-02-22,22.53
Montana,,2021-02-23,22.74
Montana,,2021-02-24,23.08
Montana,,2021-02-25,23.61
Montana,,2021-02-26,24.42
Montana,,2021-02-27,25.36
Montana,,2021-02-28,26.33
Montana,,2021-03-01,26.64
Montana,,2021-03-02,26.77
Montana,,2021-03-03,27.28
Montana,,2021-03-04,28.16
Montana,,2021-03-05,29.22
Montana,,2021-03-06,30.32
Montana,,2021-03-07,31.53
Montana,,2021-03-08,31.96
Montana,,2021-03-09,32.15
Montana,,2021-03-10,32.71
Montana,,2021-03-11,33.63
Montana,,2021-03-12,34.66
Montana,,2021-03-13,35.86
Montana,,2021-03-14,37.03
Montana,,2021-03-15,37.32
Montana,,2021-03-16,37.59
Montana,,2021-03-17,38.07
Montana,,2021-03-18,38.76
Montana,,2021-03-19,39.57
Montana,,2021-03-20,40.54
Montana,,2021-03-21,41.45
Montana,,2021-03-22,41.89
Montana,,2021-03-23,41.89
Montana,,2021-03-24,42.57
Montana,,2021-03-25,43.4
Montana,,2021-03-26,44.45
Montana,,2021-03-27,45.59
Montana,,2021-03-28,46.69
Montana,,2021-03-29,47.01
Montana,,2021-03-30,47.24
Montana,,2021-03-31,48.92
Montana,,2021-04-01,49.99
Montana,,2021-04-02,51.01
Montana,,2021-04-03,52.15
Montana,,2021-04-04,53.31
Montana,,2021-04-05,53.66
Montana,,2021-04-06,53.83
Montana,,2021-04-07,54.68
Montana,,2021-04-08,55.81
Montana,,2021-04-09,57.07
Montana,,2021-04-10,58.25
Montana,,2021-04-11,59.43
Montana,,2021-04-12,59.8
Montana,,2021-04-13,60.06
Montana,,2021-04-14,60.19
Montana,,2021-04-15,61.33
Montana,,2021-04-16,62.34
Montana,,2021-04-17,63.4
Montana,,2021-04-18,63.46
Montana,,2021-04-19,64.66
Montana,,2021-04-20,64.83
Montana,,2021-04-21,65.3
Montana,,2021-04-22,66.03
Montana,,2021-04-23,66.83
Montana,,2021-04-24,67.76
Montana,,2021-04-25,68.52
Montana,,2021-04-26,68.74
Montana,,2021-04-27,68.86
Montana,,2021-04-28,69.38
Montana,,2021-04-29,70.21
Montana,,2021-04-30,70.93
Montana,,2021-05-01,71.74
Montana,,2021-05-02,72.31
Montana,,2021-05-03,72.43
Montana,,2021-05-04,72.51
Montana,,2021-05-05,72.79
Montana,,2021-05-06,73.32
Montana,,2021-05-07,73.8
Montana,,2021-05-08,74.27
Montana,,2021-05-09,74.8
Montana,,2021-05-10,75.01
Montana,,2021-05-11,75.14
Montana,,2021-05-12,75.37
Montana,,2021-05-13,75.78
Montana,,2021-05-14,76.22
Montana,,2021-05-15,76.76
Montana,,2021-05-16,77.22
Montana,,2021-05-17,77.22
Montana,,2021-05-18,77.5
Montana,,2021-05-19,77.79
Montana,,2021-05-20,78.23
Montana,,2021-05-21,78.7
Montana,,2021-05-22,79.18
Montana,,2021-05-23,79.2
Montana,,2021-05-24,79.72
Montana,,2021-05-25,79.78
Montana,,2021-05-26,79.99
Montana,,2021-05-27,80.35
Montana,,2021-05-28,80.66
Montana,,2021-05-29,80.92
Montana,,2021-05-30,81.13
Montana,,2021-06-01,81.26
Montana,,2021-06-02,81.29
Montana,,2021-06-03,81.31
Montana,,2021-06-04,81.33
Montana,,2021-06-05,81.36
Montana,,2021-06-06,82.27
Montana,,2021-06-07,82.28
Montana,,2021-06-08,83.62
Montana,,2021-06-09,83.8
Montana,,2021-06-10,84.09
Montana,,2021-06-11,84.1
Montana,,2021-06-12,84.39
Montana,,2021-06-13,84.6
Montana,,2021-06-14,84.61
Montana,,2021-06-15,84.94
Montana,,2021-06-16,84.94
Montana,,2021-06-17,85.61
Montana,,2021-06-18,85.81
Montana,,2021-06-19,86
Montana,,2021-06-20,86.14
Montana,,2021-06-21,86.22
Montana,,2021-06-22,86.26
Montana,,2021-06-23,86.35
Montana,,2021-06-24,86.5
Nebraska,,2021-01-12,3.85
Nebraska,,2021-01-13,4.12
Nebraska,,2021-01-14,4.39
Nebraska,,2021-01-15,4.71
Nebraska,,2021-01-19,5.36
Nebraska,,2021-01-20,5.49
Nebraska,,2021-01-21,5.78
Nebraska,,2021-01-22,6.12
Nebraska,,2021-01-23,6.41
Nebraska,,2021-01-24,6.87
Nebraska,,2021-01-25,6.93
Nebraska,,2021-01-26,6.99
Nebraska,,2021-01-27,7.22
Nebraska,,2021-01-28,7.76
Nebraska,,2021-01-29,8.19
Nebraska,,2021-01-30,8.65
Nebraska,,2021-01-31,9.19
Nebraska,,2021-02-01,9.35
Nebraska,,2021-02-02,9.43
Nebraska,,2021-02-03,9.73
Nebraska,,2021-02-04,10.09
Nebraska,,2021-02-05,10.55
Nebraska,,2021-02-06,11.29
Nebraska,,2021-02-07,11.94
Nebraska,,2021-02-08,12.1
Nebraska,,2021-02-09,12.16
Nebraska,,2021-02-10,12.46
Nebraska,,2021-02-11,12.81
Nebraska,,2021-02-12,13.44
Nebraska,,2021-02-13,14.16
Nebraska,,2021-02-14,14.77
Nebraska,,2021-02-16,15.02
Nebraska,,2021-02-17,15.25
Nebraska,,2021-02-18,15.77
Nebraska,,2021-02-19,17.98
Nebraska,,2021-02-20,18.64
Nebraska,,2021-02-21,19.26
Nebraska,,2021-02-22,19.68
Nebraska,,2021-02-23,20.3
Nebraska,,2021-02-24,20.98
Nebraska,,2021-02-25,21.84
Nebraska,,2021-02-26,22.87
Nebraska,,2021-02-27,22.95
Nebraska,,2021-02-28,24.53
Nebraska,,2021-03-01,24.62
Nebraska,,2021-03-02,25.07
Nebraska,,2021-03-03,25.7
Nebraska,,2021-03-04,26.55
Nebraska,,2021-03-05,27.67
Nebraska,,2021-03-06,27.72
Nebraska,,2021-03-07,28.75
Nebraska,,2021-03-08,29.64
Nebraska,,2021-03-09,30.72
Nebraska,,2021-03-10,31.4
Nebraska,,2021-03-11,32.56
Nebraska,,2021-03-12,33.78
Nebraska,,2021-03-13,34.45
Nebraska,,2021-03-14,34.45
Nebraska,,2021-03-15,35.4
Nebraska,,2021-03-16,36.04
Nebraska,,2021-03-17,36.81
Nebraska,,2021-03-18,37.84
Nebraska,,2021-03-19,39.02
Nebraska,,2021-03-20,39.07
Nebraska,,2021-03-21,40.09
Nebraska,,2021-03-22,41.22
Nebraska,,2021-03-23,41.6
Nebraska,,2021-03-24,42.3
Nebraska,,2021-03-25,43.22
Nebraska,,2021-03-26,44.32
Nebraska,,2021-03-27,44.36
Nebraska,,2021-03-28,45.58
Nebraska,,2021-03-29,46.53
Nebraska,,2021-03-30,47.39
Nebraska,,2021-03-31,48.64
Nebraska,,2021-04-01,49.97
Nebraska,,2021-04-02,51.26
Nebraska,,2021-04-03,51.29
Nebraska,,2021-04-04,52.2
Nebraska,,2021-04-05,52.95
Nebraska,,2021-04-06,53.56
Nebraska,,2021-04-07,54.56
Nebraska,,2021-04-08,55.65
Nebraska,,2021-04-09,57.26
Nebraska,,2021-04-10,57.29
Nebraska,,2021-04-11,58.45
Nebraska,,2021-04-12,59.21
Nebraska,,2021-04-13,61.3
Nebraska,,2021-04-14,62.47
Nebraska,,2021-04-15,63.5
Nebraska,,2021-04-16,64.93
Nebraska,,2021-04-17,64.95
Nebraska,,2021-04-18,65.55
Nebraska,,2021-04-19,66.18
Nebraska,,2021-04-20,67.06
Nebraska,,2021-04-21,67.59
Nebraska,,2021-04-22,68.79
Nebraska,,2021-04-23,69.25
Nebraska,,2021-04-24,69.56
Nebraska,,2021-04-25,69.58
Nebraska,,2021-04-26,71.38
Nebraska,,2021-04-27,71.38
Nebraska,,2021-04-28,72.34
Nebraska,,2021-04-29,73.03
Nebraska,,2021-04-30,73.04
Nebraska,,2021-05-01,73.06
Nebraska,,2021-05-02,74.41
Nebraska,,2021-05-03,75.64
Nebraska,,2021-05-04,75.64
Nebraska,,2021-05-05,76.02
Nebraska,,2021-05-06,76.73
Nebraska,,2021-05-07,77.39
Nebraska,,2021-05-08,78.18
Nebraska,,2021-05-09,79.43
Nebraska,,2021-05-10,80.46
Nebraska,,2021-05-11,81.04
Nebraska,,2021-05-12,81.05
Nebraska,,2021-05-13,81.51
Nebraska,,2021-05-14,81.92
Nebraska,,2021-05-15,81.93
Nebraska,,2021-05-16,81.94
Nebraska,,2021-05-17,83.23
Nebraska,,2021-05-18,83.47
Nebraska,,2021-05-19,83.48
Nebraska,,2021-05-20,84.14
Nebraska,,2021-05-21,84.14
Nebraska,,2021-05-22,85.3
Nebraska,,2021-05-23,85.69
Nebraska,,2021-05-24,85.69
Nebraska,,2021-05-25,86.09
Nebraska,,2021-05-26,86.09
Nebraska,,2021-05-27,86.77
Nebraska,,2021-05-28,86.78
Nebraska,,2021-05-29,87.59
Nebraska,,2021-05-30,87.59
Nebraska,,2021-06-01,88.14
Nebraska,,2021-06-02,88.21
Nebraska,,2021-06-03,88.21
Nebraska,,2021-06-04,88.71
Nebraska,,2021-06-05,88.71
Nebraska,,2021-06-06,89.05
Nebraska,,2021-06-07,89.05
Nebraska,,2021-06-08,89.74
Nebraska,,2021-06-09,89.96
Nebraska,,2021-06-10,90.29
Nebraska,,2021-06-11,90.29
Nebraska,,2021-06-12,90.63
Nebraska,,2021-06-13,90.98
Nebraska,,2021-06-14,90.98
Nebraska,,2021-06-15,91.5
Nebraska,,2021-06-16,91.5
Nebraska,,2021-06-17,92.02
Nebraska,,2021-06-18,92.28
Nebraska,,2021-06-19,92.29
Nebraska,,2021-06-20,92.29
Nebraska,,2021-06-21,92.29
Nebraska,,2021-06-22,93.15
Nebraska,,2021-06-23,93.29
Nebraska,,2021-06-24,95.33
Nevada,,2021-01-12,2
Nevada,,2021-01-13,2
Nevada,,2021-01-14,2.49
Nevada,,2021-01-15,2.72
Nevada,,2021-01-19,3.34
Nevada,,2021-01-20,3.48
Nevada,,2021-01-21,3.77
Nevada,,2021-01-22,4.11
Nevada,,2021-01-23,4.45
Nevada,,2021-01-24,4.94
Nevada,,2021-01-25,5.19
Nevada,,2021-01-26,5.34
Nevada,,2021-01-27,5.66
Nevada,,2021-01-28,6.33
Nevada,,2021-01-29,6.82
Nevada,,2021-01-30,7.28
Nevada,,2021-01-31,7.83
Nevada,,2021-02-01,8.08
Nevada,,2021-02-02,8.22
Nevada,,2021-02-03,9.07
Nevada,,2021-02-04,9.47
Nevada,,2021-02-05,9.88
Nevada,,2021-02-06,10.46
Nevada,,2021-02-07,10.85
Nevada,,2021-02-08,11.26
Nevada,,2021-02-09,11.41
Nevada,,2021-02-10,11.89
Nevada,,2021-02-11,12.31
Nevada,,2021-02-12,12.8
Nevada,,2021-02-13,13.35
Nevada,,2021-02-14,13.91
Nevada,,2021-02-16,14.51
Nevada,,2021-02-17,14.71
Nevada,,2021-02-18,15.16
Nevada,,2021-02-19,16.96
Nevada,,2021-02-20,18.04
Nevada,,2021-02-21,18.5
Nevada,,2021-02-22,19.04
Nevada,,2021-02-23,19.43
Nevada,,2021-02-24,19.7
